,time,tien,tyle
0,15/06/2021,False,100/10
1,23/04/2020,False,100/5
2,22/04/2019,False,100/10
3,31/05/2018,False,100/10
4,30/03/2018,True,5
5,29/05/2017,False,100/55  
6,27/02/2017,True,10
7,31/05/2016,False,10/5
8,14/04/2016,True,25
9,26/11/2015,False,10/3
10,15/06/2015,True,10
11,16/03/2015,True,5
12,21/05/2014,True,10
13,22/01/2014,True,10
14,27/08/2013,True,5
15,16/05/2013,True,10
16,18/03/2013,True,10
17,26/11/2012,True,5
18,28/09/2012,True,5
19,27/06/2012,True,5
20,10/04/2012,True,5
21,04/04/2011,True,5
22,27/08/2009,True,10
