,time,tien,tyle
0,28/12/2021,True,15
1,26/02/2021,True,25
2,21/02/2020,True,24
3,30/12/2019,True,36
4,22/02/2019,True,29
5,02/01/2019,True,36
6,06/03/2018,True,20
7,08/01/2018,True,36
8,16/02/2017,True,14
9,22/12/2016,True,36
10,17/03/2016,False,100/25  
11,17/03/2016,True,11     
12,31/12/2015,True,36
13,16/03/2015,True,29
14,07/01/2015,True,16
15,22/10/2014,True,20
16,26/02/2014,True,24
17,26/12/2013,True,16
18,26/08/2013,True,20
19,06/03/2013,True,24
20,02/01/2013,True,30
21,02/03/2012,True,28
22,27/12/2011,True,24
23,07/12/2010,True,20
