,time,tien,tyle
0,09/06/2021,True,5
1,08/01/2021,True,6
2,13/07/2020,True,4
3,25/02/2020,True,10
4,11/01/2019,True,40
5,14/05/2018,True,20
6,17/05/2017,True,18
7,24/05/2016,True,17
