,time,tien,tyle
0,19/04/2021,True,18
1,27/11/2020,True,50
2,07/11/2019,True,50
3,27/02/2019,True,20
4,29/11/2018,True,40
5,06/09/2018,True,70
6,19/03/2018,True,30
7,11/10/2017,True,30
8,06/07/2017,False,3/1
9,15/03/2017,True,30
10,29/09/2016,True,30
11,29/06/2016,False,4/1
12,12/08/2015,True,30
13,13/02/2015,True,30
14,13/08/2014,True,30
15,10/03/2014,True,36
16,26/08/2013,True,30
17,29/03/2013,True,27
18,05/12/2012,True,20
19,22/08/2012,True,23
20,23/04/2012,True,45
21,17/08/2011,True,5
22,19/01/2011,True,14
23,26/08/2010,True,26
