,time,tien,tyle
0,23/04/2021,True,10
1,10/09/2020,True,5
2,07/05/2020,True,10
3,06/09/2019,True,5
4,09/05/2019,True,10
5,23/08/2018,True,5
6,03/05/2018,True,10
7,14/09/2017,True,7
8,12/05/2017,True,8
9,14/09/2016,True,7
10,11/04/2016,True,13
11,11/09/2015,True,7
12,13/05/2015,True,11
13,22/09/2014,True,6
14,22/04/2014,True,6.5
15,05/09/2013,True,6
16,08/05/2013,True,9      
17,13/08/2012,True,8
18,25/04/2012,True,8
19,29/08/2011,True,9
20,16/04/2010,True,9
21,16/04/2009,True,2
22,11/12/2008,True,6
