,time,tien,tyle
0,25/11/2021,True,10
1,11/06/2021,True,20
2,19/11/2020,True,10
3,23/07/2020,True,20
4,05/12/2019,True,10
5,15/05/2019,True,20
6,19/11/2018,True,10
7,09/05/2018,True,20
8,04/05/2017,True,20
9,17/11/2016,True,15
10,04/05/2016,True,20
11,20/11/2015,True,15
12,16/04/2015,True,20
13,14/11/2014,True,15
14,21/04/2014,True,15
15,14/11/2013,True,10
16,24/04/2013,True,10
17,16/11/2012,True,10
18,24/04/2012,True,15
19,23/11/2011,True,10
20,19/04/2011,True,8
21,17/11/2010,True,12
22,08/04/2010,True,13
23,27/04/2009,True,5
