,time,tien,tyle
0,14/01/2019,True,10
1,25/12/2017,True,8
2,22/01/2015,True,5
3,17/07/2014,True,5
4,23/12/2013,True,10
5,21/06/2013,True,10
6,20/02/2013,True,7
7,19/12/2012,True,7
8,22/06/2012,True,10
9,07/12/2011,True,12
