,time,tien,tyle
0,09/08/2021,True,2
1,30/03/2021,True,4
2,19/11/2020,True,5
3,14/06/2019,True,11
4,09/10/2018,False,100/4   
5,09/10/2018,True,10
6,04/10/2017,True,5.97
7,14/10/2016,True,5      
