,time,tien,tyle
0,07/01/2022,True,3
1,08/11/2021,True,3
2,13/09/2021,True,3
3,01/06/2021,True,5
4,14/05/2021,True,3
5,21/01/2021,True,3
6,20/11/2020,True,3
7,14/07/2020,True,3
8,17/03/2020,True,3
9,19/11/2019,True,3
10,15/08/2019,True,6
11,04/06/2019,True,3
12,08/04/2019,True,3
13,18/12/2018,True,3
14,02/08/2018,True,3
15,11/05/2018,True,2
16,07/11/2017,True,5
17,28/08/2017,True,5
18,26/05/2017,True,3.75
19,06/01/2017,True,3
20,08/09/2016,True,3
21,26/05/2016,True,10
22,26/02/2016,True,5
23,04/11/2015,True,5
24,30/07/2015,True,5
25,22/05/2015,True,5
26,30/12/2014,True,5
27,12/12/2014,True,5
28,08/08/2014,True,7
29,26/05/2014,True,5
30,28/02/2014,True,5
31,25/11/2013,True,5
32,28/05/2013,True,5
33,14/11/2012,True,5
34,15/08/2012,True,5
35,06/06/2012,True,7
36,10/01/2012,True,5
37,07/09/2011,True,5
38,27/05/2011,True,2
39,16/03/2011,True,10
40,18/08/2010,True,8
41,18/05/2010,True,4
