,time,tien,tyle
0,21/12/2021,False,100/20
1,25/01/2021,True,10
2,15/06/2020,False,100/30
3,26/12/2019,True,10
4,11/06/2019,False,100/25
5,24/12/2018,True,10
6,27/02/2018,True,5
7,24/03/2017,True,10
8,19/08/2016,False,10/1    
9,19/08/2016,True,5
10,27/12/2013,True,5
11,19/12/2013,True,7
12,21/02/2013,True,5
13,23/12/2011,True,10
14,12/01/2011,True,10
