,time,tien,tyle
0,14/07/2016,True,5
1,23/09/2015,True,5
2,25/03/2014,True,7
3,22/06/2012,True,12
4,10/05/2010,True,6
5,12/03/2009,True,6
6,28/10/2008,True,10
