,time,tien,tyle
0,23/11/2021,False,10/1    
1,20/08/2020,False,100/15
2,08/07/2020,True,5
3,29/05/2019,False,100/15
4,27/02/2018,True,15
5,27/09/2017,True,10
6,29/05/2017,False,122/25
7,01/03/2017,True,10
8,19/10/2016,True,10
9,02/06/2016,True,10     
10,24/02/2016,True,10
11,23/09/2015,True,10
12,25/02/2015,True,10
13,17/09/2014,True,10
14,25/02/2014,True,10
15,18/09/2013,True,10
16,18/02/2013,True,10
17,28/08/2012,True,10
18,22/02/2012,True,10
19,17/08/2011,True,10
20,16/02/2011,True,15
21,13/04/2010,True,5
22,12/02/2009,True,5
23,16/07/2008,True,10
24,18/02/2008,True,10
25,17/07/2007,True,10
26,17/01/2007,True,10
27,18/07/2006,True,10
28,05/01/2006,True,11
