,time,tien,tyle
0,08/07/2021,True,8
1,04/03/2021,True,10
2,27/07/2020,True,8
3,22/01/2020,True,10
4,06/06/2019,True,11
5,20/12/2018,True,10
6,07/06/2018,True,11
7,04/01/2018,True,10
8,05/07/2017,True,10
9,29/12/2016,True,10
10,03/06/2016,True,10
11,16/12/2015,True,10
12,27/05/2015,True,10
13,03/02/2015,True,10
14,28/05/2014,True,10
15,06/02/2014,True,10
16,29/05/2013,True,10
17,30/01/2013,True,10
18,17/05/2012,True,11
19,08/02/2012,True,10
20,11/05/2011,True,10
21,11/01/2011,True,5
22,27/04/2010,True,16
