,time,tien,tyle
0,11/10/2021,True,8
1,24/05/2021,True,11
2,29/09/2020,True,10
3,04/11/2019,True,9
4,29/06/2018,True,8
5,29/09/2017,True,6
6,29/06/2017,True,5
