,time,tien,tyle
0,21/02/2022,True,15
1,07/09/2021,True,10
2,05/01/2021,True,10
3,21/09/2020,True,10
4,05/08/2020,False,100/25
5,17/02/2020,True,10
6,13/09/2019,True,10
7,05/03/2019,True,10
8,24/12/2018,True,10
9,29/10/2018,False,100/19  
10,01/03/2018,True,10
11,13/11/2017,True,10
12,29/05/2017,False,10000/149
13,03/03/2017,True,10
14,25/11/2016,True,10
15,07/03/2016,True,10
16,28/12/2015,True,10
17,10/06/2015,True,8      
18,13/10/2014,True,10
19,30/05/2014,True,12
20,03/04/2013,True,10
21,23/03/2012,True,8
