,time,tien,tyle
0,11/03/2019,True,30
1,30/05/2018,True,20
2,07/02/2018,True,10
3,15/05/2017,True,50
4,27/05/2016,True,5
5,15/05/2015,True,3.79
6,26/09/2014,True,4.43
7,09/05/2013,True,2.84
8,04/06/2012,True,2.9
9,14/07/2011,True,2.29
