,time,tien,tyle
0,03/06/2021,True,20
1,06/11/2020,True,10
2,05/08/2020,True,5
3,14/02/2020,True,10
4,22/08/2019,True,10
5,13/05/2019,True,20
6,07/09/2018,True,10
7,17/05/2018,True,15
8,03/08/2017,True,10
9,15/06/2017,False,10/3
10,03/05/2017,True,15
11,09/08/2016,True,10
12,04/05/2016,True,10
13,12/01/2016,True,10
14,21/09/2015,True,10
15,07/05/2015,True,15
16,26/11/2014,True,10
17,27/08/2014,True,10
18,07/03/2014,True,5
19,02/12/2013,True,10
20,15/07/2013,True,10
21,16/04/2013,True,5
22,28/02/2013,True,10
23,24/08/2012,True,10
24,08/03/2012,True,10
25,16/12/2011,True,10
26,10/06/2011,True,15
27,09/12/2010,True,10
28,18/05/2010,True,8
