,time,tien,tyle
0,23/09/2021,False,100/15  
1,23/09/2021,True,5
2,16/12/2020,False,100/15  
3,16/12/2020,True,5
4,18/02/2020,False,100/15
5,19/10/2018,False,100/10  
6,19/10/2018,True,15
7,05/04/2018,False,4/1
8,19/10/2017,True,5
9,21/06/2016,False,100/15  
10,21/06/2016,True,5
11,18/12/2015,True,9
12,09/06/2014,True,6
13,31/12/2013,True,7
14,29/05/2013,True,9
15,13/12/2012,True,6
16,11/05/2012,True,6
17,09/11/2009,True,10
18,25/03/2009,True,2
19,05/12/2008,True,6
20,26/06/2008,True,7
21,03/01/2008,True,7
22,08/06/2007,True,8
23,27/12/2006,True,7
24,28/06/2006,True,8
25,22/06/2005,True,8
