,time,tien,tyle
0,15/11/2021,True,6
1,07/07/2020,True,5
2,07/05/2019,True,10
3,27/09/2018,True,15
4,17/05/2017,False,10/3    
5,17/05/2017,True,10
6,07/12/2016,True,10
7,15/09/2016,True,20
8,07/06/2016,True,10     
9,14/01/2016,True,10
10,26/05/2015,False,10/2    
11,26/05/2015,True,10
12,30/10/2014,True,10
13,06/06/2014,False,10/1    
14,06/06/2014,True,10
15,18/11/2013,False,20/1    
16,18/11/2013,True,10
17,16/07/2013,True,10
18,26/11/2012,True,20
19,06/06/2012,True,10
20,05/01/2012,True,10
21,04/08/2011,True,10
22,07/09/2010,True,15
23,04/06/2010,True,10
24,24/10/2008,True,15
25,12/06/2008,False,10/1
