,time,tien,tyle
0,30/12/2021,True,15
1,03/06/2021,True,10
2,20/04/2021,True,10
3,17/11/2020,True,10
4,15/04/2020,True,14
5,14/11/2019,True,15
6,02/04/2019,True,15
7,29/08/2018,True,10
8,29/05/2018,True,10
9,29/03/2018,True,15
10,24/11/2017,True,10
11,17/03/2017,True,10
12,09/12/2016,True,10
13,10/03/2016,True,10
14,13/08/2015,True,15
15,25/02/2015,True,13
16,20/08/2014,True,10     
17,04/04/2014,True,15
18,06/11/2013,True,10
19,02/04/2013,True,14
20,16/04/2012,True,25
21,13/09/2011,True,18
22,19/08/2010,True,17
23,05/03/2010,True,35
24,17/08/2009,True,18
25,25/02/2009,True,30
