,time,tien,tyle
0,14/12/2021,False,1000/25
1,12/11/2021,True,2.5
2,21/07/2020,True,2
3,26/11/2019,True,3
4,03/06/2019,True,2
5,10/12/2018,True,3
6,13/06/2018,True,1
7,29/11/2017,True,4
8,14/06/2017,True,5
9,24/11/2016,True,5
10,27/05/2016,True,5
11,10/11/2015,True,5
12,15/05/2015,True,6
13,06/11/2014,True,5
14,16/07/2014,True,9
15,06/11/2013,True,5
16,13/05/2013,True,9
17,07/11/2012,True,5
18,11/05/2012,True,7
19,27/10/2011,True,5
20,12/05/2011,True,7
21,27/10/2010,True,5
22,18/05/2010,True,6
23,17/08/2009,True,5
24,25/05/2009,True,6
