,time,tien,tyle
0,12/11/2021,True,5
1,03/06/2021,True,5
2,20/10/2020,True,5
3,14/07/2020,True,5
4,09/10/2019,True,5
5,12/07/2019,True,5      
6,12/10/2018,True,6
7,06/07/2018,False,10/3    
8,06/07/2018,True,5
9,28/08/2017,True,5
10,19/04/2017,True,5
11,27/12/2016,True,5
12,14/09/2016,True,5
13,03/11/2014,True,5
14,07/03/2014,True,3
15,10/07/2013,True,5
16,31/01/2013,True,7
17,31/07/2012,True,8
18,20/02/2012,True,5
19,16/11/2011,False,10/2
20,03/08/2011,True,5
21,09/12/2010,True,10
22,26/02/2010,True,8
23,27/02/2009,True,4
