,time,tien,tyle
0,09/12/2021,True,4
1,19/03/2021,True,4
2,04/12/2020,True,4
3,19/03/2020,True,4
4,13/03/2019,True,7
5,03/01/2019,True,7
6,16/03/2018,True,7
7,15/01/2018,True,6
8,14/03/2017,True,6
9,20/07/2016,True,8
10,25/02/2016,True,8
11,06/10/2015,True,8
12,20/03/2015,True,8
13,18/09/2014,True,8
14,19/03/2014,True,8
15,26/12/2013,True,12
16,19/03/2013,True,8
17,15/01/2013,False,100/12
18,15/03/2012,True,10
19,21/09/2011,True,5
20,14/09/2010,True,25
21,22/03/2010,True,10
22,18/03/2009,True,10
