,time,tien,tyle
0,18/10/2021,True,10
1,29/05/2020,True,12
2,31/12/2019,True,10
3,12/04/2019,True,15
4,19/11/2018,True,15
5,17/05/2018,True,15
6,04/01/2018,True,20
7,28/12/2017,True,20
8,11/05/2017,True,12
9,04/01/2017,True,20
10,17/05/2016,True,13
11,31/12/2015,True,15
12,23/03/2015,True,15
13,03/12/2014,True,10
14,15/05/2014,True,14
15,11/03/2014,True,15
16,02/12/2013,True,10
17,17/05/2013,True,3
18,28/03/2013,True,12
19,28/11/2012,True,10
20,16/05/2012,True,10
21,23/03/2012,True,10
22,07/10/2009,True,10
23,13/04/2009,True,2
