,time,tien,tyle
0,15/12/2021,True,9
1,25/12/2020,True,6
2,17/09/2020,True,6
3,19/05/2020,True,10
4,19/09/2019,True,12
5,18/12/2018,True,10
6,23/08/2018,True,27
7,07/12/2017,True,18
8,31/07/2017,True,28
9,05/01/2017,True,12
10,08/11/2016,True,19
11,24/03/2016,True,15
12,29/05/2015,True,10
13,15/08/2014,True,10
14,31/12/2013,True,12
15,11/07/2013,True,50
16,04/12/2012,True,10
17,31/08/2012,True,5
18,13/04/2012,True,13
19,02/12/2011,True,5
20,07/09/2011,True,12
21,04/05/2011,True,15
22,28/09/2010,True,10
23,26/05/2010,True,10
24,09/12/2009,True,10
