,time,tien,tyle
0,24/03/2021,True,1.5
1,07/02/2020,True,3.5
2,27/02/2019,True,3.5
3,02/02/2018,True,3.57
4,13/01/2017,True,4.2
5,19/02/2016,True,5.1
6,29/01/2015,True,4.8
