,time,tien,tyle
0,25/11/2021,True,10
1,08/03/2021,True,7
2,14/09/2020,True,10
3,13/03/2020,True,7
4,13/09/2019,True,10
5,21/03/2019,True,7
6,27/07/2018,True,10
7,15/12/2017,True,7
8,24/05/2017,True,5
9,14/03/2017,True,10
10,19/07/2016,True,5
11,17/03/2016,True,10
12,26/06/2015,True,5
13,15/06/2015,True,5
14,25/03/2015,True,5
15,26/06/2014,True,4
16,26/03/2014,True,4
17,06/06/2013,True,3
18,27/03/2013,True,4
19,01/08/2012,True,4
20,06/04/2012,True,3
21,13/12/2011,True,7
22,30/03/2011,True,4
23,15/10/2010,True,4
