,time,tien,tyle
0,17/09/2020,True,67
1,29/11/2018,True,110
2,01/11/2018,True,15
3,30/10/2017,True,5
4,16/01/2017,True,10
5,07/06/2016,True,5
6,15/01/2016,True,10
7,04/09/2015,True,10
8,10/04/2015,True,10
9,30/12/2014,True,8
10,17/09/2014,True,7
11,10/03/2014,True,5
12,01/08/2013,True,5
13,22/05/2013,True,5
14,14/12/2012,True,5
15,08/08/2012,True,5
16,03/05/2012,True,5
17,23/12/2011,True,5
18,16/08/2011,True,5
19,08/11/2010,True,10
20,09/04/2010,True,5
21,10/12/2009,True,7
22,06/08/2009,True,8
23,16/04/2009,True,5
