,time,tien,tyle
0,18/11/2021,True,10
1,14/07/2021,False,10/1    
2,14/07/2021,True,10
3,18/03/2021,True,15
4,30/12/2020,True,15
5,23/09/2020,True,10
6,25/06/2020,False,10/1    
7,25/06/2020,True,5
8,21/05/2020,True,15
9,24/03/2020,True,10
10,24/12/2019,True,10
11,23/05/2019,True,20
12,26/09/2018,True,12
13,18/06/2018,False,10/1
14,17/05/2018,True,20
15,04/10/2017,True,10
16,24/05/2017,True,20
17,09/01/2017,True,10
18,17/06/2016,True,11
19,16/12/2015,True,3
20,14/09/2015,True,6
21,20/05/2015,True,10
22,05/12/2014,True,3
23,16/05/2014,True,9.6
24,08/11/2013,True,3      
25,23/04/2013,True,12
26,19/11/2012,True,3
27,08/03/2012,True,14
28,18/08/2011,True,6
