,time,tien,tyle
0,03/05/2018,True,1
1,22/03/2018,True,3
2,11/04/2017,True,3.5
3,14/03/2016,True,12
4,08/04/2015,True,12
5,26/02/2014,True,12
6,13/03/2013,True,15
7,04/04/2012,True,20
