,time,tien,tyle
0,02/11/2018,False,100/7   
1,02/11/2018,True,5
2,23/05/2017,False,100/8   
3,23/05/2017,True,7
4,27/07/2016,True,5
5,24/02/2016,True,7
6,10/06/2015,False,100/12
7,10/05/2013,False,100/20
8,14/03/2011,True,7
9,08/03/2010,True,2
10,09/11/2009,True,10
