,time,tien,tyle
0,04/05/2021,True,9
1,15/05/2020,True,5
2,06/12/2019,True,5
3,15/05/2019,True,9
4,06/06/2018,True,7
5,08/11/2017,True,3
6,10/05/2017,True,5
7,21/11/2016,True,7
8,11/05/2016,True,14
9,26/10/2015,True,6
10,12/05/2015,True,6
11,06/11/2014,True,5
12,23/04/2014,True,5
13,27/12/2013,True,4
14,07/08/2013,True,5
15,08/05/2013,True,5
16,26/12/2012,True,5
17,15/05/2012,True,8
18,07/12/2011,True,7
19,25/05/2011,True,10
20,29/06/2010,True,6
21,02/12/2009,True,8
22,04/05/2009,True,6
23,03/11/2008,True,7
24,05/05/2008,True,12
