,time,tien,tyle
0,28/12/2021,True,25
1,08/09/2020,True,25
2,09/04/2020,True,25
3,06/09/2019,True,25
4,09/04/2019,True,25
5,05/09/2018,True,25
6,06/04/2018,True,30
7,24/08/2017,True,25
8,04/04/2017,True,20
9,25/08/2016,True,20
10,04/04/2016,True,20
11,20/08/2015,True,20
12,02/04/2015,True,15
13,03/09/2014,True,20
14,08/04/2014,True,15
15,26/08/2013,True,15
16,03/04/2013,True,15
17,24/08/2012,True,15
18,03/04/2012,True,15
19,17/08/2011,True,15
20,08/04/2011,True,12
21,05/04/2010,True,12
22,09/04/2009,True,12
