,time,tien,tyle
0,31/12/2021,True,20
1,25/06/2021,True,20
2,11/01/2021,True,25
3,01/10/2020,True,15
4,13/12/2019,True,15
5,07/03/2019,True,15
6,02/10/2018,False,20/3
7,09/01/2018,True,15
8,25/08/2017,True,15
9,05/01/2017,True,15
10,15/07/2016,True,20
11,26/11/2015,True,10
12,10/08/2015,True,15
13,22/12/2014,True,15
14,15/04/2014,True,15
15,01/08/2013,True,30
16,05/12/2012,False,10/2
17,09/11/2012,True,15
18,03/05/2012,True,20
19,09/09/2011,True,20
20,23/02/2011,True,20
21,21/07/2009,False,4.17    
