,time,tien,tyle
0,24/06/2021,True,6
1,02/07/2020,True,6
2,19/06/2019,True,6
3,14/06/2018,True,4
4,22/05/2017,True,6
5,26/05/2015,True,12
6,29/04/2014,True,12
7,17/05/2013,True,12
8,08/06/2011,True,20
9,21/04/2010,True,12
