,time,tien,tyle
0,21/12/2021,True,8
1,01/06/2021,True,22
2,15/01/2021,True,8
3,14/05/2020,True,17
4,13/01/2020,True,8
5,23/05/2019,True,17
6,24/12/2018,True,8
7,04/06/2018,True,17
8,12/01/2018,True,8
9,23/05/2017,True,17
10,21/12/2016,True,8
11,02/06/2016,True,17
12,25/01/2016,True,8
13,05/06/2015,True,17
14,12/12/2014,True,8
15,23/05/2014,True,15
16,21/08/2013,True,10
17,23/04/2013,True,15
18,06/09/2012,True,10
19,30/05/2012,True,13
20,12/09/2011,True,7
21,16/05/2011,True,5
22,14/03/2011,True,8
23,18/10/2010,True,7
24,10/02/2010,True,7
25,15/12/2008,True,8
