,time,tien,tyle
0,05/01/2022,True,5
1,27/07/2021,True,15
2,12/01/2021,True,10
3,24/07/2020,True,15
4,05/03/2020,True,5
5,19/09/2019,False,20/1    
6,19/09/2019,True,5      
7,24/04/2019,True,10
8,30/08/2018,True,10     
9,21/12/2017,True,10
10,13/07/2017,True,15     
11,07/12/2016,True,15
12,22/06/2016,True,10
13,30/11/2015,True,10
14,03/07/2015,True,15     
15,06/10/2014,False,10/1.5
16,10/06/2014,True,5
17,27/09/2013,False,10/1
18,18/06/2013,True,10
19,26/10/2012,False,10/2
20,03/07/2012,True,10
21,10/08/2011,True,10
22,11/11/2010,True,10
23,04/06/2010,True,8
