,time,tien,tyle
0,18/11/2021,True,9
1,26/02/2021,True,7
2,16/09/2020,True,7
3,13/07/2020,True,7
4,08/11/2019,True,7
5,19/04/2019,True,8
6,17/09/2018,True,7
7,05/02/2018,True,8
8,20/09/2017,True,9
9,08/02/2017,True,8
10,20/09/2016,True,8
11,12/04/2016,True,9
12,18/09/2015,True,9
13,03/02/2015,True,8
14,12/09/2014,True,9
15,11/02/2014,True,8
16,18/09/2013,True,9
17,07/02/2013,True,7
18,07/09/2012,True,9
19,22/02/2012,True,7
20,18/02/2011,True,7
21,15/10/2010,True,7
22,06/05/2010,True,10
23,08/10/2009,True,10
24,13/03/2009,True,7
25,30/09/2008,True,6
26,12/04/2007,True,9
