,time,tien,tyle
0,23/03/2022,True,10
1,21/09/2021,True,20
2,22/02/2021,True,25
3,18/11/2020,True,15
4,19/03/2020,True,20
5,12/11/2019,True,20
6,25/03/2019,True,10
7,21/11/2018,True,20
8,03/04/2018,True,15
9,17/11/2017,True,15
10,30/03/2017,True,30
11,31/03/2016,True,10
12,03/11/2015,True,20
13,24/06/2015,False,100/50
14,17/04/2015,True,25
15,12/11/2014,True,25
16,18/03/2014,True,25
17,16/10/2013,True,25
18,27/03/2013,True,25
19,05/11/2012,True,25
20,06/03/2012,True,25
21,14/12/2011,True,25
22,24/02/2010,True,35
