,time,tien,tyle
0,09/12/2021,True,6
1,15/03/2021,True,8
2,08/12/2020,True,6
3,01/04/2020,True,10
4,23/07/2019,True,8
5,21/05/2019,True,2
6,28/12/2018,True,8
7,08/08/2018,True,10
8,14/05/2018,True,2
9,19/12/2017,True,8
10,16/08/2017,True,10
11,17/05/2017,True,8
12,23/11/2016,True,10
13,01/06/2016,True,10
14,31/12/2015,True,5
15,10/06/2015,True,3      
16,16/10/2014,True,12
17,22/04/2014,True,10
18,06/01/2014,True,10
19,14/05/2013,True,13
20,22/08/2012,True,10     
21,29/05/2012,True,5
22,29/12/2011,True,10
23,14/07/2011,True,10
24,22/04/2010,True,5
25,03/12/2009,True,10
26,12/08/2009,True,15
27,07/04/2009,True,4
