,time,tien,tyle
0,06/10/2021,False,100/12
1,19/11/2020,True,5
2,06/03/2020,True,5
3,14/10/2019,True,4
4,07/06/2019,True,5
5,11/01/2019,True,5
6,18/10/2018,True,3.682
7,21/02/2018,True,11     
8,13/10/2017,True,8
9,15/08/2017,True,3
10,27/02/2017,True,4
11,16/11/2016,True,7
12,22/07/2016,True,3
13,19/01/2016,True,5
14,08/07/2015,True,5
15,24/06/2015,True,5
16,22/01/2015,True,5
17,10/12/2014,True,5
18,26/06/2014,True,3
19,17/06/2013,False,100/20
20,22/06/2012,False,100/20
21,22/07/2010,False,10/2
