,time,tien,tyle
0,01/10/2020,True,9
1,19/09/2019,True,9
2,17/08/2018,True,4
3,02/10/2015,True,10
4,27/05/2014,True,10
5,07/05/2013,True,10
6,08/05/2012,True,18
7,28/04/2011,True,18
8,18/05/2010,True,18
9,25/03/2009,True,18
