,time,tien,tyle
0,28/04/2021,True,30
1,15/05/2020,False,100/8   
2,15/05/2020,True,30     
3,28/03/2019,True,30
4,23/04/2018,True,30
5,21/04/2017,True,27
6,17/05/2016,False,100/7   
7,17/05/2016,True,28     
8,27/04/2015,True,30
9,12/05/2014,True,25     
10,25/04/2012,True,25
11,05/03/2009,True,2
12,23/04/2008,True,20
