,time,tien,tyle
0,17/01/2022,True,15
1,04/08/2021,True,25
2,25/01/2021,True,15
3,16/12/2019,True,15
4,19/06/2019,True,15
5,04/12/2018,True,25
6,14/06/2018,True,20
7,21/11/2017,True,20
8,21/06/2017,True,25
9,24/11/2016,True,25
10,12/05/2016,True,50
11,20/11/2015,True,20
12,29/05/2015,True,15
13,21/11/2014,True,15
14,27/05/2014,True,20
15,12/04/2013,True,10
16,26/11/2012,True,20
17,09/05/2012,True,20
18,06/12/2011,True,20
19,11/05/2011,True,30
20,10/06/2010,True,10
