,time,tien,tyle
0,12/11/2020,True,20
1,21/12/2018,True,40
2,27/08/2018,True,10
3,18/01/2018,True,20
4,13/12/2017,True,20
5,06/09/2017,True,10
6,15/12/2016,True,40
7,11/08/2016,True,10
8,23/11/2015,True,40
9,07/07/2015,True,15
10,09/02/2015,True,7
11,18/08/2014,True,10
12,07/03/2014,True,6
13,12/08/2013,True,10
14,25/02/2013,True,5
15,18/09/2012,True,7
16,19/06/2012,True,9
17,21/12/2011,True,6
18,16/06/2011,True,6
19,22/02/2011,True,9
20,14/10/2010,True,6
21,07/01/2010,True,11
22,20/05/2009,True,0.03
23,11/12/2008,True,6
