,time,tien,tyle
0,15/12/2021,True,10
1,08/11/2021,True,9
2,17/12/2020,True,10
3,29/07/2020,True,3
4,24/12/2019,True,15
5,30/05/2019,True,8
6,21/12/2018,True,15
7,16/07/2018,True,23
8,22/06/2017,True,15
9,16/06/2016,True,7.5
10,16/12/2015,True,7.5
11,14/05/2015,True,25
12,28/05/2014,True,15
13,18/12/2013,True,15
14,24/05/2013,True,20
15,03/12/2012,True,15
16,09/05/2012,True,20
17,13/01/2012,True,15
18,28/04/2010,True,20
19,12/03/2009,True,5
20,02/12/2008,True,25
21,11/04/2008,True,15
22,23/11/2007,True,15
