,time,tien,tyle
0,14/01/2022,True,12.5
1,17/05/2021,True,14.8
2,04/02/2021,True,20
3,07/10/2020,True,28.4
4,17/07/2020,True,10
5,05/05/2020,True,20
6,04/12/2019,True,20
7,04/06/2019,True,25
8,07/12/2018,True,15
9,11/05/2018,True,25
10,14/11/2017,True,15
11,13/06/2017,True,20     
12,30/12/2016,True,20
13,19/05/2016,True,45
14,23/12/2015,True,15
15,19/05/2015,True,25
16,10/11/2014,True,10
17,15/05/2014,True,20
18,12/11/2013,True,10
19,19/06/2013,True,20
20,12/09/2012,True,30
21,30/11/2011,True,20
22,11/11/2010,True,20
23,08/04/2009,True,10
