,time,tien,tyle
0,19/01/2022,True,10
1,22/01/2021,True,10
2,19/03/2020,True,10
3,05/09/2019,True,20
4,31/07/2018,True,30
5,29/01/2018,True,10
6,29/06/2017,True,10
7,09/02/2017,True,20
8,09/08/2016,True,25
9,29/01/2016,True,7
10,28/10/2015,True,15
11,28/07/2015,True,15
12,09/04/2015,True,15
13,27/01/2015,True,15
14,23/10/2014,True,15
15,25/07/2014,True,15
16,18/04/2014,True,15
17,23/01/2014,True,15
18,24/10/2013,True,15
19,23/07/2013,True,30
20,01/11/2012,True,15
21,01/08/2012,True,30
22,25/04/2012,True,15
23,30/01/2012,True,15
24,27/10/2011,True,15
25,11/08/2011,True,15
26,27/04/2011,True,15
27,25/01/2011,True,30
28,20/01/2010,True,20
29,08/12/2008,True,10
