,time,tien,tyle
0,28/06/2021,False,100/25
1,28/05/2020,False,100/15
2,05/06/2019,False,100/15
3,27/06/2018,False,100/12
4,15/06/2017,True,10
5,01/12/2016,False,100/10
6,26/11/2015,True,5
7,17/12/2014,False,100/15  
8,06/02/2014,True,10
9,06/06/2012,False,15%
10,14/03/2012,True,10
11,26/08/2010,True,10
12,18/05/2009,True,1
