,time,tien,tyle
0,06/09/2021,False,10/1
1,15/05/2020,True,8
2,19/12/2019,True,7
3,21/05/2019,True,8
4,22/02/2019,True,7
5,27/04/2018,True,8
6,25/09/2017,True,7
7,04/05/2017,True,12
8,14/10/2016,True,8
9,14/04/2016,True,15
10,13/10/2015,True,5
11,06/05/2015,True,7
12,24/09/2014,True,5
13,19/03/2014,True,12.5
14,05/09/2013,True,10
15,15/04/2013,True,10
16,06/12/2012,True,15
17,02/10/2012,True,10
18,29/05/2012,True,20
19,05/01/2012,True,10
20,03/10/2011,True,10
21,25/05/2011,True,30
22,19/05/2010,True,25
23,22/12/2009,True,7
