,time,tien,tyle
0,20/12/2021,True,10
1,11/06/2021,True,20
2,02/12/2020,True,10
3,13/07/2020,True,20
4,22/11/2019,True,10
5,14/06/2019,True,10
6,26/11/2018,True,10
7,18/05/2018,True,10
8,07/11/2017,True,10
9,23/05/2017,True,10
10,30/09/2016,True,10
11,16/02/2016,True,10
12,21/09/2015,True,10
13,21/05/2015,True,10
14,18/12/2014,True,10
15,06/05/2014,True,15
16,13/11/2013,True,10
17,13/05/2013,True,12
18,06/12/2012,True,10
19,06/03/2012,True,10
20,12/08/2011,True,10
21,09/05/2011,True,15
22,25/08/2010,True,10
23,21/04/2010,True,5
24,20/08/2009,True,10
