,time,tien,tyle
0,31/08/2021,False,10/1
1,25/08/2020,False,100/12
2,20/06/2019,False,100/15
3,21/08/2018,True,15
4,28/03/2018,True,15
5,21/08/2017,True,15
6,30/03/2017,True,15
7,23/09/2016,True,30
8,27/08/2015,True,15
9,16/03/2015,True,15
10,26/09/2014,True,15
11,30/05/2014,False,10/1
12,19/08/2013,True,10
13,16/04/2013,True,5
14,26/12/2012,True,10
15,18/06/2012,True,15
16,20/02/2012,True,10
17,28/09/2011,True,10
18,22/02/2011,True,10
19,10/11/2010,True,10
20,02/02/2010,True,10
21,26/11/2009,True,6
22,20/07/2009,True,6
