,time,tien,tyle
0,19/12/2019,True,10
1,24/09/2018,True,10
2,28/09/2017,True,10
3,14/07/2016,False,100/18
4,02/07/2015,False,100/15
5,16/05/2014,False,100/25  
6,13/06/2013,True,6
7,27/12/2012,False,100/18  
8,14/06/2012,True,16
9,11/11/2011,True,12
10,23/05/2011,True,15
11,19/05/2010,True,12
12,18/05/2009,True,7
