,time,tien,tyle
0,10/01/2022,True,14
1,07/09/2021,True,15
2,07/06/2021,True,11
3,05/01/2021,True,10
4,29/09/2020,True,20     
5,29/06/2020,True,15
6,26/12/2019,True,10
7,16/09/2019,True,20
8,05/06/2019,True,15
9,27/12/2018,True,10
10,05/09/2018,True,20     
11,05/06/2018,True,15
12,28/12/2017,True,15
13,14/08/2017,True,20
14,04/05/2017,True,20
15,19/08/2016,True,40     
16,03/06/2016,True,20
17,05/08/2015,True,40     
18,12/06/2015,True,20
19,13/08/2014,True,20     
20,13/05/2014,True,20
21,16/12/2013,True,8
22,20/08/2013,True,20
23,14/06/2013,True,18
24,21/08/2012,True,20
25,06/04/2012,True,20
26,13/09/2011,True,20
27,13/08/2010,True,30
28,08/04/2010,True,10
29,20/07/2009,True,20
30,26/11/2008,True,19
31,18/08/2008,True,10
32,17/04/2008,True,10
33,27/06/2007,True,19
34,31/01/2007,True,10
