,time,tien,tyle
0,21/06/2021,True,20
1,15/07/2020,True,20
2,27/06/2019,True,20
3,05/06/2018,True,35
4,14/06/2017,True,35
5,19/05/2016,True,35
6,13/05/2015,True,28
7,13/05/2014,True,28
8,08/04/2013,True,15
9,04/05/2012,True,17.5
