,date,change_perc1,change_perc2,open,high,low,close,avg,volume_match,volume_reconcile,adjust,change_perc,value_match,value_reconcile
14,27/02/2017,,,22.90,23.20,22.40,22.90,,52300,0,14.06,-0.25 (-1.08 %),1191000000,0
15,24/02/2017,,,23.00,23.80,22.80,23.15,,44210,0,14.21,-0.35 (-1.49 %),1023000000,0
16,23/02/2017,,,24.00,24.00,23.20,23.50,,27240,3500000,14.43,-0.50 (-2.08 %),639000000,87150000000
17,22/02/2017,,,23.50,24.40,23.50,24.00,,135590,0,14.74,0.50 (2.13 %),3222000000,0
18,21/02/2017,,,24.50,24.50,23.20,23.50,,83200,0,14.43,-0.50 (-2.08 %),1958000000,0
19,20/02/2017,,,24.00,25.00,23.60,24.00,,155980,0,14.74,0.50 (2.13 %),3809000000,0
20,17/02/2017,,,22.20,23.50,22.00,23.50,,401010,0,14.43,1.50 (6.82 %),9295000000,0
21,16/02/2017,,,21.20,22.30,21.10,22.00,,135310,20000,13.51,0.90 (4.27 %),2949000000,440000000
2,15/02/2017,,,21.20,21.20,21.00,21.10,,44890,0,12.95,-0.10 (-0.47 %),948000000,0
3,14/02/2017,,,21.20,21.40,21.10,21.20,,19520,0,13.02,-0.25 (-1.17 %),416000000,0
4,13/02/2017,,,21.20,21.50,21.00,21.45,,26340,0,13.17,-0.05 (-0.23 %),560000000,0
5,10/02/2017,,,21.20,21.50,20.80,21.50,,31040,0,13.20,0.40 (1.90 %),653000000,0
6,09/02/2017,,,21.10,21.20,21.10,21.10,,18450,0,12.95,-0.20 (-0.94 %),390000000,0
7,08/02/2017,,,21.50,21.50,21.00,21.30,,30560,0,13.08,-0.20 (-0.93 %),647000000,0
8,07/02/2017,,,21.60,21.60,21.20,21.50,,46000,0,13.20,-0.10 (-0.46 %),981000000,0
9,06/02/2017,,,22.00,22.00,21.60,21.60,,6930,0,13.26,-0.25 (-1.14 %),152000000,0
10,03/02/2017,,,21.70,21.85,21.70,21.85,,36280,0,13.42,0.05 (0.23 %),791000000,0
11,02/02/2017,,,21.65,21.80,21.50,21.80,,23140,0,13.38,0.00 (0.00 %),504000000,0
12,25/01/2017,,,21.10,21.80,21.10,21.80,,20990,0,13.38,0.45 (2.11 %),449000000,0
13,24/01/2017,,,21.45,21.45,21.00,21.35,,10020,0,13.11,0.35 (1.67 %),211000000,0
14,23/01/2017,,,22.10,23.00,21.00,21.00,,23020,0,12.89,-0.65 (-3.00 %),493000000,0
15,20/01/2017,,,20.90,21.80,20.90,21.65,,104900,0,13.29,0.75 (3.59 %),2259000000,0
16,19/01/2017,,,20.55,20.90,20.55,20.90,,11230,0,12.83,0.00 (0.00 %),232000000,0
17,18/01/2017,,,21.00,21.00,20.80,20.90,,13840,0,12.83,-0.10 (-0.48 %),289000000,0
18,17/01/2017,,,20.60,21.35,20.60,21.00,,40990,0,12.89,0.10 (0.48 %),860000000,0
19,16/01/2017,,,20.70,20.90,20.70,20.90,,2020,0,12.83,-0.40 (-1.88 %),42000000,0
20,13/01/2017,,,20.60,21.40,20.60,21.30,,21370,0,13.08,0.70 (3.40 %),445000000,0
21,12/01/2017,,,21.50,21.60,20.60,20.60,,51420,0,12.65,-1.00 (-4.63 %),1072000000,0
2,11/01/2017,,,21.10,21.60,21.10,21.60,,12760,0,13.26,0.00 (0.00 %),275000000,0
3,10/01/2017,,,21.60,21.65,20.50,21.60,,30540,0,13.26,-0.10 (-0.46 %),649000000,0
4,09/01/2017,,,21.70,21.70,20.60,21.70,,6290,0,13.32,0.00 (0.00 %),135000000,0
5,06/01/2017,,,21.80,21.80,20.80,21.70,,43060,0,13.32,-0.10 (-0.46 %),917000000,0
6,05/01/2017,,,20.60,21.80,20.40,21.80,,24720,0,13.38,-0.10 (-0.46 %),516000000,0
7,04/01/2017,,,22.00,22.00,21.55,21.90,,56930,0,13.45,-0.10 (-0.45 %),1243000000,0
8,03/01/2017,,,20.90,22.20,22.00,22.00,,30,0,13.51,1.10 (5.27 %),1000000,0
9,30/12/2016,,,21.90,21.90,21.90,21.90,,500,0,12.83,0.00 (0.00 %),11000000,0
10,29/12/2016,,,22.10,22.10,21.50,21.90,,31250,20000,12.83,-0.10 (-0.45 %),682000000,440000000
11,28/12/2016,,,22.80,22.80,21.90,22.00,,71410,0,12.89,0.00 (0.00 %),1570000000,0
12,27/12/2016,,,22.10,22.40,22.00,22.00,,44050,0,12.89,-0.10 (-0.45 %),971000000,0
13,26/12/2016,,,22.85,22.85,22.10,22.10,,39370,0,12.95,-0.10 (-0.45 %),875000000,0
14,23/12/2016,,,22.00,22.50,21.80,22.20,,39900,0,13.01,0.50 (2.30 %),877000000,0
15,22/12/2016,,,21.60,22.00,21.60,21.70,,16830,0,12.71,-0.30 (-1.36 %),365000000,0
16,21/12/2016,,,22.00,22.00,21.60,22.00,,26240,0,12.89,0.00 (0.00 %),569000000,0
17,20/12/2016,,,21.80,22.40,21.70,22.00,,48940,0,12.89,-0.20 (-0.90 %),1069000000,0
18,19/12/2016,,,21.95,22.20,21.50,22.20,,22710,0,13.01,0.25 (1.14 %),497000000,0
19,16/12/2016,,,21.40,21.95,21.30,21.95,,54640,0,12.86,0.25 (1.15 %),1174000000,0
20,15/12/2016,,,21.50,21.70,21.30,21.70,,21900,0,12.71,0.30 (1.40 %),469000000,0
21,14/12/2016,,,21.20,21.40,21.10,21.40,,70200,0,12.54,0.10 (0.47 %),1491000000,0
2,13/12/2016,,,21.30,21.40,21.00,21.30,,114980,0,12.48,0.00 (0.00 %),2436000000,0
3,12/12/2016,,,21.30,21.50,21.20,21.30,,86670,0,12.48,0.00 (0.00 %),1849000000,0
4,09/12/2016,,,21.50,21.60,21.30,21.30,,31100,20000,12.48,-0.15 (-0.70 %),666000000,430000000
5,08/12/2016,,,21.80,21.80,21.20,21.45,,27710,0,12.57,0.05 (0.23 %),591000000,0
6,07/12/2016,,,21.80,21.80,21.30,21.40,,58370,0,12.54,0.00 (0.00 %),1246000000,0
7,06/12/2016,,,22.00,22.00,21.30,21.40,,35850,0,12.54,-0.60 (-2.73 %),767000000,0
8,05/12/2016,,,21.30,22.00,21.30,22.00,,80040,0,12.89,0.70 (3.29 %),1714000000,0
9,02/12/2016,,,21.90,22.00,21.30,21.30,,11220,0,12.48,-0.65 (-2.96 %),241000000,0
10,01/12/2016,,,21.50,22.00,21.30,21.95,,19100,0,12.86,-0.05 (-0.23 %),412000000,0
11,30/11/2016,,,21.30,22.40,21.30,22.00,,30850,0,12.89,0.00 (0.00 %),666000000,0
12,29/11/2016,,,21.50,22.50,21.40,22.00,,13420,0,12.89,0.50 (2.33 %),290000000,0
13,28/11/2016,,,22.90,23.00,21.50,21.50,,89700,0,12.60,-1.40 (-6.11 %),1967000000,0
14,25/11/2016,,,23.00,23.00,22.00,22.90,,70140,0,13.42,-0.10 (-0.43 %),1574000000,0
15,24/11/2016,,,22.80,23.30,22.00,23.00,,58430,0,13.48,0.20 (0.88 %),1307000000,0
16,23/11/2016,,,22.70,22.90,22.00,22.80,,72400,0,13.36,0.60 (2.70 %),1642000000,0
17,22/11/2016,,,22.10,22.30,21.80,22.20,,118420,0,13.01,0.40 (1.83 %),2598000000,0
18,21/11/2016,,,21.60,22.30,21.60,21.80,,29680,0,12.77,-0.60 (-2.68 %),652000000,0
19,18/11/2016,,,22.60,22.60,21.60,22.40,,92920,0,13.12,-0.30 (-1.32 %),2050000000,0
20,17/11/2016,,,22.60,22.80,22.20,22.70,,74240,0,13.30,0.10 (0.44 %),1670000000,0
21,16/11/2016,,,23.00,23.50,22.30,22.60,,158060,0,13.24,-0.50 (-2.16 %),3585000000,0
2,15/11/2016,,,22.60,23.40,22.60,23.10,,94330,0,13.53,0.50 (2.21 %),2175000000,0
3,14/11/2016,,,22.50,22.60,21.70,22.60,,105570,0,13.24,0.70 (3.20 %),2331000000,0
4,11/11/2016,,,22.10,22.10,21.60,21.90,,30010,700000,12.83,0.10 (0.46 %),657000000,14560000000
5,10/11/2016,,,21.20,22.00,21.20,21.80,,111730,0,12.77,0.60 (2.83 %),2431000000,0
6,09/11/2016,,,20.90,21.20,20.85,21.20,,100620,0,12.42,0.40 (1.92 %),2108000000,0
7,08/11/2016,,,21.30,21.30,20.80,20.80,,59070,0,12.19,-0.40 (-1.89 %),1240000000,0
8,07/11/2016,,,20.50,21.20,20.50,21.20,,53060,0,12.42,0.50 (2.42 %),1104000000,0
9,04/11/2016,,,20.85,21.30,20.70,20.70,,72120,0,12.13,-0.60 (-2.82 %),1502000000,0
10,03/11/2016,,,21.50,21.50,20.75,21.30,,36240,60000,12.48,0.55 (2.65 %),758000000,1245000000
11,02/11/2016,,,20.45,21.70,20.40,20.75,,288780,4273920,12.16,0.35 (1.72 %),6037000000,88897536000
12,01/11/2016,,,20.75,21.60,20.40,20.40,,234950,0,11.95,-0.40 (-1.92 %),4860000000,0
13,31/10/2016,,,20.80,21.20,20.50,20.80,,165010,0,12.19,0.40 (1.96 %),3474000000,0
14,28/10/2016,,,20.30,20.80,20.25,20.40,,40910,0,11.95,0.15 (0.74 %),838000000,0
15,27/10/2016,,,20.40,20.80,20.20,20.25,,39980,0,11.86,0.05 (0.25 %),814000000,0
16,26/10/2016,,,20.60,21.90,20.20,20.20,,43510,0,11.84,-0.40 (-1.94 %),889000000,0
17,25/10/2016,,,20.70,20.70,20.20,20.60,,37640,0,12.07,-0.10 (-0.48 %),776000000,0
18,24/10/2016,,,20.10,20.70,20.10,20.70,,17800,0,12.13,0.00 (0.00 %),367000000,0
19,21/10/2016,,,20.80,21.00,20.20,20.70,,45950,0,12.13,-0.20 (-0.96 %),941000000,0
20,20/10/2016,,,20.80,21.00,20.20,20.90,,151000,0,12.25,-0.10 (-0.48 %),3117000000,0
21,19/10/2016,,,20.55,21.20,20.30,21.00,,125390,0,12.30,0.50 (2.44 %),2596000000,0
2,18/10/2016,,,21.40,21.40,20.50,20.50,,24460,0,12.01,-0.20 (-0.97 %),509000000,0
3,17/10/2016,,,21.70,21.70,20.70,20.70,,66870,0,12.13,-1.00 (-4.61 %),1399000000,0
4,14/10/2016,,,21.60,22.00,21.50,21.70,,24980,0,12.71,0.00 (0.00 %),541000000,0
5,13/10/2016,,,21.30,21.70,21.20,21.70,,33900,0,12.71,0.35 (1.64 %),724000000,0
6,12/10/2016,,,20.45,21.60,20.45,21.35,,32790,0,12.51,-0.15 (-0.70 %),694000000,0
7,11/10/2016,,,21.50,21.50,20.55,21.50,,77610,0,12.60,-0.20 (-0.92 %),1631000000,0
8,10/10/2016,,,21.60,21.90,21.00,21.70,,81750,0,12.71,-0.30 (-1.36 %),1758000000,0
9,07/10/2016,,,21.60,22.30,21.50,22.00,,77470,0,12.89,0.00 (0.00 %),1682000000,0
10,06/10/2016,,,22.00,22.20,21.60,22.00,,148530,0,12.89,0.60 (2.80 %),3244000000,0
11,05/10/2016,,,22.50,22.50,21.40,21.40,,70680,0,12.54,-0.90 (-4.04 %),1538000000,0
12,04/10/2016,,,22.90,22.90,22.30,22.30,,114840,0,13.07,-0.30 (-1.33 %),2582000000,0
13,03/10/2016,,,22.90,22.90,22.00,22.60,,91960,0,13.24,0.00 (0.00 %),2076000000,0
14,30/09/2016,,,22.20,22.65,21.70,22.60,,157500,0,13.24,0.40 (1.80 %),3470000000,0
15,29/09/2016,,,22.90,22.90,22.00,22.20,,96930,0,13.01,-0.40 (-1.77 %),2174000000,0
16,28/09/2016,,,22.45,23.00,22.35,22.60,,103660,0,13.24,-0.20 (-0.88 %),2336000000,0
17,27/09/2016,,,22.15,23.10,22.15,22.80,,145750,60000,13.36,0.00 (0.00 %),3309000000,1461000000
18,26/09/2016,,,22.70,23.30,22.50,22.80,,47820,0,13.36,0.10 (0.44 %),1081000000,0
19,23/09/2016,,,22.60,23.40,22.55,22.70,,58480,0,13.30,0.10 (0.44 %),1326000000,0
20,22/09/2016,,,22.40,23.40,22.40,22.60,,189540,0,13.24,0.20 (0.89 %),4356000000,0
21,21/09/2016,,,21.20,22.55,21.20,22.40,,275610,0,13.12,1.30 (6.16 %),6099000000,0
2,20/09/2016,,,20.70,21.30,20.50,21.10,,135860,0,12.36,0.40 (1.93 %),2841000000,0
3,19/09/2016,,,20.60,21.00,20.50,20.70,,70750,0,12.13,0.10 (0.49 %),1469000000,0
4,16/09/2016,,,20.00,20.60,20.00,20.60,,30030,0,12.07,0.60 (3.00 %),608000000,0
5,15/09/2016,,,20.90,20.90,20.00,20.00,,84040,0,11.72,-0.90 (-4.31 %),1700000000,0
6,14/09/2016,,,20.75,21.80,20.40,20.90,,158250,0,12.25,0.10 (0.48 %),3291000000,0
7,13/09/2016,,,20.90,20.90,20.50,20.80,,11430,0,12.19,-0.10 (-0.48 %),237000000,0
8,12/09/2016,,,21.00,21.00,20.30,20.90,,39910,0,12.25,-0.10 (-0.48 %),825000000,0
9,09/09/2016,,,21.20,21.50,20.60,21.00,,70810,0,12.30,-0.20 (-0.94 %),1488000000,0
10,08/09/2016,,,20.10,21.50,20.10,21.20,,90470,0,12.42,0.50 (2.42 %),1889000000,0
11,07/09/2016,,,20.70,21.00,20.10,20.70,,40580,0,12.13,0.00 (0.00 %),827000000,0
12,06/09/2016,,,20.40,21.80,20.40,20.70,,122190,0,12.13,0.20 (0.98 %),2541000000,0
13,05/09/2016,,,19.70,20.60,19.50,20.50,,197930,0,12.01,0.80 (4.06 %),4004000000,0
14,01/09/2016,,,18.90,19.80,18.90,19.70,,66800,0,11.54,0.20 (1.03 %),1306000000,0
15,31/08/2016,,,18.80,19.50,18.50,19.50,,143170,0,11.43,0.60 (3.17 %),2720000000,0
16,30/08/2016,,,18.60,19.30,18.60,18.90,,89620,0,11.07,-0.20 (-1.05 %),1702000000,0
17,29/08/2016,,,19.60,19.90,19.00,19.10,,127620,0,11.19,-0.40 (-2.05 %),2489000000,0
18,26/08/2016,,,18.90,19.70,18.90,19.50,,156910,0,11.43,0.60 (3.17 %),3026000000,0
19,25/08/2016,,,18.80,18.90,18.60,18.90,,25620,0,11.07,0.20 (1.07 %),481000000,0
20,24/08/2016,,,18.80,19.00,18.50,18.70,,23790,0,10.96,-0.30 (-1.58 %),444000000,0
21,23/08/2016,,,19.00,19.00,18.70,19.00,,106040,20000,11.13,0.00 (0.00 %),2012000000,406000000
2,22/08/2016,,,18.90,19.00,18.50,19.00,,104400,0,11.13,0.10 (0.53 %),1964000000,0
3,19/08/2016,,,18.90,19.10,18.50,18.90,,39640,0,11.07,0.00 (0.00 %),742000000,0
4,18/08/2016,,,18.70,19.20,18.70,18.90,,78370,0,11.07,0.00 (0.00 %),1479000000,0
5,17/08/2016,,,18.80,19.10,18.10,18.90,,69520,77000,11.07,0.10 (0.53 %),1312000000,1478400000
6,16/08/2016,,,18.20,19.00,18.20,18.80,,108290,0,11.02,0.60 (3.30 %),2024000000,0
7,15/08/2016,,,18.00,19.00,17.80,18.20,,59150,0,10.66,0.10 (0.55 %),1086000000,0
8,12/08/2016,,,19.00,19.10,18.00,18.10,,129020,0,10.61,-1.00 (-5.24 %),2347000000,0
9,11/08/2016,,,19.30,19.30,18.90,19.10,,28880,0,11.19,0.20 (1.06 %),546000000,0
10,10/08/2016,,,19.40,19.40,18.90,18.90,,140790,0,11.07,-0.50 (-2.58 %),2684000000,0
11,09/08/2016,,,18.90,19.40,18.90,19.40,,53220,0,11.37,0.00 (0.00 %),1020000000,0
12,08/08/2016,,,19.50,19.70,19.00,19.40,,112500,0,11.37,-0.10 (-0.51 %),2158000000,0
13,05/08/2016,,,19.60,19.80,19.00,19.50,,70950,0,11.43,-0.10 (-0.51 %),1369000000,0
14,04/08/2016,,,19.80,19.80,19.00,19.60,,126610,0,11.48,0.10 (0.51 %),2467000000,0
15,03/08/2016,,,19.50,19.50,19.10,19.50,,203220,0,11.43,0.00 (0.00 %),3922000000,0
16,02/08/2016,,,19.90,19.90,19.00,19.50,,197980,0,11.43,-0.40 (-2.01 %),3843000000,0
17,01/08/2016,,,19.40,19.90,19.40,19.90,,98400,0,11.66,0.30 (1.53 %),1944000000,0
18,29/07/2016,,,19.60,20.20,19.60,19.60,,284580,0,11.48,0.00 (0.00 %),5658000000,0
19,28/07/2016,,,19.30,20.00,19.00,19.60,,167500,0,11.48,0.20 (1.03 %),3269000000,0
20,27/07/2016,,,19.40,20.10,19.40,19.40,,280650,0,11.37,0.00 (0.00 %),5557000000,0
21,26/07/2016,,,19.50,19.60,19.00,19.40,,111480,0,11.37,-0.10 (-0.51 %),2157000000,0
2,25/07/2016,,,18.50,19.60,18.50,19.50,,364830,0,11.43,1.00 (5.41 %),6980000000,0
3,22/07/2016,,,18.60,18.60,18.00,18.50,,131340,0,10.84,-0.20 (-1.07 %),2395000000,0
4,21/07/2016,,,17.70,18.80,17.60,18.70,,428790,0,10.96,1.10 (6.25 %),7879000000,0
5,20/07/2016,,,18.20,18.20,17.50,17.60,,72400,0,10.31,-0.40 (-2.22 %),1277000000,0
6,19/07/2016,,,17.30,18.20,17.20,18.00,,535950,0,10.55,0.70 (4.05 %),9531000000,0
7,18/07/2016,,,16.90,17.30,16.90,17.30,,86900,0,10.14,0.30 (1.76 %),1477000000,0
8,15/07/2016,,,17.00,17.00,16.80,17.00,,18450,0,9.96,0.10 (0.59 %),311000000,0
9,14/07/2016,,,17.00,17.50,16.90,16.90,,184990,0,9.90,-0.20 (-1.17 %),3160000000,0
10,13/07/2016,,,17.20,17.50,17.00,17.10,,244530,0,10.02,-0.20 (-1.16 %),4200000000,0
11,12/07/2016,,,17.20,17.40,16.90,17.30,,114350,0,10.14,0.40 (2.37 %),1957000000,0
12,11/07/2016,,,17.70,17.70,16.90,16.90,,215960,0,9.90,-0.60 (-3.43 %),3740000000,0
13,08/07/2016,,,17.00,17.70,16.50,17.50,,444490,0,10.25,0.80 (4.79 %),7657000000,0
14,07/07/2016,,,16.10,16.70,16.10,16.70,,179390,0,9.78,0.50 (3.09 %),2940000000,0
15,06/07/2016,,,16.00,16.30,16.00,16.20,,86190,0,9.49,0.00 (0.00 %),1392000000,0
16,05/07/2016,,,16.30,16.40,16.20,16.20,,96460,0,9.49,-0.20 (-1.22 %),1567000000,0
17,04/07/2016,,,16.50,16.60,16.30,16.40,,105600,0,9.61,0.10 (0.61 %),1731000000,0
18,01/07/2016,,,16.30,16.80,16.20,16.30,,103760,0,9.55,0.20 (1.24 %),1714000000,0
19,30/06/2016,,,16.50,16.50,16.10,16.10,,13830,36000,9.43,-0.30 (-1.83 %),225000000,590400000
20,29/06/2016,,,16.00,17.00,16.00,16.40,,35250,0,9.61,0.20 (1.23 %),576000000,0
21,28/06/2016,,,16.40,16.40,16.20,16.20,,48510,0,9.49,-0.20 (-1.22 %),794000000,0
2,27/06/2016,,,16.00,16.40,15.60,16.40,,201490,62000,9.61,0.00 (0.00 %),3214000000,998200000
3,24/06/2016,,,16.30,16.60,15.40,16.40,,194510,0,9.61,0.00 (0.00 %),3090000000,0
4,23/06/2016,,,16.50,16.50,16.30,16.40,,65720,0,9.61,-0.20 (-1.20 %),1076000000,0
5,22/06/2016,,,16.30,16.70,16.30,16.60,,21180,0,9.73,0.20 (1.22 %),346000000,0
6,21/06/2016,,,16.90,16.90,16.40,16.40,,58640,0,9.61,-0.50 (-2.96 %),970000000,0
7,20/06/2016,,,16.60,16.90,16.60,16.90,,13780,0,9.90,0.00 (0.00 %),232000000,0
8,17/06/2016,,,17.30,17.30,16.50,16.90,,44830,0,9.90,-0.40 (-2.31 %),758000000,0
9,16/06/2016,,,16.20,17.40,16.20,17.30,,451890,0,10.14,1.00 (6.13 %),7797000000,0
10,15/06/2016,,,16.20,16.40,16.00,16.30,,59240,0,9.55,0.30 (1.88 %),956000000,0
11,14/06/2016,,,16.40,16.40,15.80,16.00,,37290,0,9.37,-0.20 (-1.23 %),596000000,0
12,13/06/2016,,,16.20,16.20,16.10,16.20,,50570,0,9.49,0.00 (0.00 %),816000000,0
13,10/06/2016,,,16.30,16.50,16.20,16.20,,63600,0,9.49,-0.10 (-0.61 %),1035000000,0
14,09/06/2016,,,16.40,16.40,16.20,16.30,,66530,0,9.55,0.00 (0.00 %),1084000000,0
15,08/06/2016,,,16.10,16.60,16.10,16.30,,97860,0,9.55,0.20 (1.24 %),1595000000,0
16,07/06/2016,,,16.30,16.30,16.10,16.10,,17080,0,9.43,0.00 (0.00 %),276000000,0
17,06/06/2016,,,16.30,16.40,16.10,16.10,,40480,0,9.43,-0.50 (-3.01 %),660000000,0
18,03/06/2016,,,16.40,16.60,16.30,16.60,,64920,0,9.73,-0.20 (-1.19 %),1067000000,0
19,02/06/2016,,,16.00,16.80,16.00,16.80,,121640,0,9.84,0.80 (5.00 %),2014000000,0
20,01/06/2016,,,15.80,16.00,15.60,16.00,,56940,0,9.37,0.20 (1.27 %),900000000,0
21,31/05/2016,,,16.00,16.10,15.80,15.80,,87120,0,9.26,-0.20 (-1.25 %),1392000000,0
2,30/05/2016,,,16.30,16.30,16.00,16.00,,98330,0,9.37,-0.30 (-1.84 %),1583000000,0
3,27/05/2016,,,16.20,16.80,16.20,16.30,,29290,0,9.55,-0.20 (-1.21 %),478000000,0
4,26/05/2016,,,16.80,16.80,16.30,16.50,,18550,0,9.67,-0.30 (-1.79 %),304000000,0
5,25/05/2016,,,16.50,17.00,16.20,16.80,,82910,0,9.84,0.40 (2.44 %),1378000000,0
6,24/05/2016,,,16.60,16.60,16.10,16.40,,43300,0,9.61,0.00 (0.00 %),704000000,0
7,23/05/2016,,,16.80,16.80,16.40,16.40,,25240,0,9.61,-0.10 (-0.61 %),415000000,0
8,20/05/2016,,,16.50,16.90,16.50,16.50,,130080,0,9.67,0.00 (0.00 %),2151000000,0
9,19/05/2016,,,16.60,16.90,16.40,16.50,,94310,0,9.67,-0.30 (-1.79 %),1559000000,0
10,18/05/2016,,,17.00,17.30,16.70,16.80,,134070,0,9.84,-0.20 (-1.18 %),2269000000,0
11,17/05/2016,,,17.00,17.50,17.00,17.00,,107590,0,9.96,0.10 (0.59 %),1838000000,0
12,16/05/2016,,,17.10,17.40,16.70,16.90,,125760,0,9.90,-0.20 (-1.17 %),2136000000,0
13,13/05/2016,,,17.10,17.80,17.00,17.10,,97910,0,10.02,-0.70 (-3.93 %),1682000000,0
14,12/05/2016,,,17.90,18.30,17.50,17.80,,297200,0,10.43,0.00 (0.00 %),5288000000,0
15,11/05/2016,,,17.60,18.10,17.50,17.80,,450330,0,10.43,0.60 (3.49 %),7958000000,0
16,10/05/2016,,,16.60,17.80,16.50,17.20,,444240,0,10.08,0.40 (2.38 %),7577000000,0
17,09/05/2016,,,17.20,17.20,16.50,16.80,,187330,0,9.84,0.00 (0.00 %),3111000000,0
18,06/05/2016,,,16.10,17.20,16.10,16.80,,603260,0,9.84,0.70 (4.35 %),10282000000,0
19,05/05/2016,,,15.90,16.20,15.60,16.10,,135530,0,9.43,0.20 (1.26 %),2122000000,0
20,04/05/2016,,,16.70,16.70,15.90,15.90,,42200,0,9.32,-0.20 (-1.24 %),678000000,0
21,29/04/2016,,,16.00,16.60,15.80,16.10,,262410,0,9.43,0.50 (3.21 %),4286000000,0
2,28/04/2016,,,15.80,15.80,15.60,15.60,,17870,0,9.14,-0.10 (-0.64 %),280000000,0
3,27/04/2016,,,15.60,15.90,15.40,15.70,,177970,0,9.20,0.10 (0.64 %),2761000000,0
4,26/04/2016,,,16.00,16.00,15.60,15.60,,66560,0,9.14,-0.20 (-1.27 %),1043000000,0
5,25/04/2016,,,15.50,15.90,15.40,15.80,,170770,0,9.26,0.30 (1.94 %),2638000000,0
6,22/04/2016,,,15.50,15.80,15.40,15.50,,70020,0,9.08,0.00 (0.00 %),1093000000,0
7,21/04/2016,,,15.30,16.10,15.20,15.50,,198500,0,9.08,0.10 (0.65 %),3055000000,0
8,20/04/2016,,,15.30,15.40,15.00,15.40,,169590,0,9.02,0.10 (0.65 %),2574000000,0
9,19/04/2016,,,15.20,15.30,15.10,15.30,,83610,0,8.96,0.00 (0.00 %),1267000000,0
10,15/04/2016,,,15.50,15.50,15.30,15.30,,9960,0,8.96,-0.70 (-4.38 %),153000000,0
11,14/04/2016,,,16.00,16.00,15.20,16.00,,17070,0,9.37,0.50 (3.23 %),260000000,0
12,13/04/2016,,,15.50,15.50,15.20,15.50,,9280,0,9.08,0.20 (1.31 %),141000000,0
13,12/04/2016,,,16.40,16.40,15.30,15.30,,14000,0,8.96,-0.30 (-1.92 %),225000000,0
14,11/04/2016,,,15.80,15.80,15.10,15.60,,26250,0,9.14,-0.20 (-1.27 %),404000000,0
15,08/04/2016,,,16.00,16.00,15.80,15.80,,1010,0,9.26,0.00 (0.00 %),16000000,0
16,07/04/2016,,,15.80,16.00,15.60,15.80,,18560,0,9.26,0.00 (0.00 %),291000000,0
17,06/04/2016,,,15.90,15.90,15.80,15.80,,1180,0,9.26,-0.20 (-1.25 %),19000000,0
18,05/04/2016,,,15.50,16.00,15.10,16.00,,14980,0,9.37,0.50 (3.23 %),230000000,0
19,04/04/2016,,,15.20,15.80,15.20,15.50,,19330,0,9.08,-0.40 (-2.52 %),301000000,0
20,01/04/2016,,,15.90,15.90,15.50,15.90,,20310,0,9.32,-0.10 (-0.62 %),315000000,0
21,31/03/2016,,,16.00,16.00,16.00,16.00,,290,0,9.37,0.00 (0.00 %),5000000,0
2,30/03/2016,,,15.70,16.00,15.50,16.00,,15410,0,9.37,-0.30 (-1.84 %),246000000,0
3,29/03/2016,,,15.90,16.40,15.80,16.30,,5920,0,9.55,0.00 (0.00 %),94000000,0
4,28/03/2016,,,16.30,16.30,15.80,16.30,,5930,0,9.55,0.10 (0.62 %),94000000,0
5,25/03/2016,,,15.80,16.50,15.50,16.20,,13540,0,9.49,-0.30 (-1.82 %),216000000,0
6,24/03/2016,,,16.50,16.50,15.80,16.50,,4030,0,9.67,0.00 (0.00 %),66000000,0
7,23/03/2016,,,16.00,16.50,15.50,16.50,,2010,0,9.67,0.90 (5.77 %),31000000,0
8,22/03/2016,,,16.50,16.50,15.60,15.60,,20,0,9.14,-0.50 (-3.11 %),0,0
9,21/03/2016,,,16.20,16.20,16.00,16.10,,16030,0,9.43,-0.40 (-2.42 %),258000000,0
10,18/03/2016,,,16.50,16.50,16.50,16.50,,500,0,9.67,-0.20 (-1.20 %),8000000,0
11,17/03/2016,,,15.90,16.70,16.00,16.70,,3010,0,9.78,0.80 (5.03 %),48000000,0
12,16/03/2016,,,16.50,16.50,15.90,15.90,,50920,0,9.32,-0.80 (-4.79 %),814000000,0
13,15/03/2016,,,16.70,16.70,16.70,16.70,,0,0,9.78,0.00 (0.00 %),0,0
14,14/03/2016,,,16.90,16.90,16.40,16.70,,2400,0,9.78,0.00 (0.00 %),40000000,0
15,11/03/2016,,,16.70,16.70,16.70,16.70,,0,0,9.78,0.00 (0.00 %),0,0
16,10/03/2016,,,16.30,16.70,16.30,16.70,,1020,0,9.78,0.40 (2.45 %),17000000,0
17,09/03/2016,,,16.30,16.50,16.30,16.30,,13070,0,9.55,0.00 (0.00 %),215000000,0
18,08/03/2016,,,16.30,16.70,16.20,16.30,,14150,0,9.55,-0.10 (-0.61 %),231000000,0
19,07/03/2016,,,17.00,16.50,16.20,16.40,,23880,0,9.61,-0.60 (-3.53 %),390000000,0
20,04/03/2016,,,16.40,17.00,16.30,17.00,,7780,0,9.96,0.50 (3.03 %),128000000,0
21,03/03/2016,,,16.50,16.50,16.50,16.50,,50,0,9.67,0.40 (2.48 %),1000000,0
2,02/03/2016,,,15.80,16.70,15.80,16.10,,33010,0,9.43,-0.20 (-1.23 %),534000000,0
3,01/03/2016,,,16.30,16.30,16.30,16.30,,1950,0,9.55,-0.40 (-2.40 %),32000000,0
4,29/02/2016,,,16.80,16.80,16.20,16.70,,23030,0,9.78,0.40 (2.45 %),375000000,0
